left_image_ID,right_image_ID,study_question,left_num,right_num,total
513e1f3cfdc9f03587009e91,51414de0fdc9f049260076e1,livelier,0,18,18
50f5ec9cfdc9f065f0008a7d,5185cbc1fdc9f03fd5000b83,wealthier,18,0,18
513e5e55fdc9f0358700b035,5141369efdc9f04926004c9a,safer,0,18,18
50e5faefd7c3df413b000787,513d31f8fdc9f03587002855,wealthier,0,18,18
513d5b22fdc9f035870034ac,51409a17fdc9f04926000ed2,safer,11,7,18
513cb9f8fdc9f03587000d77,513e6fddfdc9f0358700c61e,safer,11,7,18
50f55e18fdc9f065f0004a76,513d7ebffdc9f03587007483,more beautiful,16,2,18
50f56198fdc9f065f000559d,50f561c4fdc9f065f00056bd,more depressing,17,1,18
50f43490fdc9f065f0002999,50f46497fdc9f065f00047ef,safer,1,17,18
513cc348fdc9f03587001659,5140c889fdc9f0492600227a,more beautiful,17,0,17
50f447cffdc9f065f0003a39,513d5795fdc9f035870031b0,livelier,3,14,17
513d5c0dfdc9f03587003652,513e2155fdc9f0358700a41e,wealthier,10,7,17
513cbd5afdc9f03587001095,513e2298fdc9f0358700a58d,livelier,16,1,17
50f3981ffdc9f065f0000dfa,514146dffdc9f04926006902,safer,15,2,17
513d317cfdc9f035870027f6,513d3442fdc9f03587002a00,safer,0,17,17
513d7beffdc9f03587006d1b,5140ccbffdc9f04926002e88,safer,16,1,17
513d5eb2fdc9f03587003ad0,513f28ebfdc9f0358700d294,safer,0,17,17
50f44567fdc9f065f00034df,5185cf8afdc9f03fd5000f44,wealthier,17,0,17
50f5eb44fdc9f065f0008157,513f2b5afdc9f0358700d6b1,safer,17,0,17
50f5eaecfdc9f065f0007e2c,513cc07efdc9f035870013a4,safer,16,1,17
513e1bcbfdc9f03587009579,513f123efdc9f0358700c93f,more beautiful,17,0,17
513d9fadfdc9f035870087c3,513e6b8ffdc9f0358700c04c,more boring,1,15,16
50f5eb70fdc9f065f0008353,513d2caefdc9f03587002450,more depressing,0,16,16
5140cfa7fdc9f0492600316e,51413b3afdc9f049260058e8,more boring,16,0,16
513da078fdc9f0358700899f,5140ce16fdc9f04926002ff9,livelier,0,16,16
50f563b6fdc9f065f0005df8,5185d409fdc9f03fd5001369,more boring,0,16,16
50f42c7efdc9f065f0001d60,51408f51fdc9f04926000088,more beautiful,3,13,16
5140d00bfdc9f049260031d5,51413aeefdc9f04926005829,more boring,15,1,16
51409d64fdc9f049260012e8,51413678fdc9f04926004c61,livelier,1,15,16
513d5337fdc9f03587002f01,51409850fdc9f04926000c7b,more boring,16,0,16
51414893fdc9f04926006d05,51422a17fdc9f049260088e0,safer,9,7,16
513cee1dfdc9f035870023ec,513d9e41fdc9f03587008359,safer,14,2,16
513d6a82fdc9f03587004aa8,513e1d58fdc9f03587009995,more beautiful,0,16,16
513cbe26fdc9f03587001156,5140da01fdc9f04926003d14,wealthier,10,6,16
50f46442fdc9f065f000446b,513ce751fdc9f0358700229d,safer,16,0,16
50f5ec9bfdc9f065f0008a64,513cdfa1fdc9f03587002133,livelier,16,0,16
50f55e56fdc9f065f0004c19,50f55eaefdc9f065f0004de4,safer,15,1,16
50f6167abeb2fed910000905,513da0a7fdc9f035870089fd,safer,13,3,16
513e6bfdfdc9f0358700c0d8,5140cca7fdc9f04926002e5a,safer,1,15,16
50f42c4cfdc9f065f0001a65,513cca18fdc9f03587001cb8,safer,15,1,16
50f5eab0fdc9f065f0007c43,50f5ecf1fdc9f065f0008b44,wealthier,15,1,16
513e1a7efdc9f03587009212,513e5fbbfdc9f0358700b2af,more depressing,3,13,16
50f607dcbeb2fed6f800033d,51422ccbfdc9f04926008b81,safer,5,11,16
50f448b5fdc9f065f0004234,5140cbbcfdc9f04926002c37,livelier,0,16,16
50f448b5fdc9f065f0004224,51409989fdc9f04926000e1d,more boring,15,1,16
513cbbd8fdc9f03587000f32,514218befdc9f04926008184,wealthier,2,13,15
513d6b8ffdc9f03587004d51,51414f0bfdc9f049260079c6,safer,14,1,15
50f46483fdc9f065f0004698,50f60871beb2fed6f80004c7,livelier,14,1,15
513d6caefdc9f0358700501d,51409050fdc9f04926000285,safer,15,0,15
50f5ee96fdc9f065f0008edd,513f2c9bfdc9f0358700d8ce,safer,0,15,15
513e1a80fdc9f03587009218,514144b0fdc9f0492600651f,safer,15,0,15
513d9deefdc9f0358700823b,513e5d16fdc9f0358700accf,safer,15,0,15
50f5644ffdc9f065f0006280,51421958fdc9f04926008222,more beautiful,11,4,15
513e216afdc9f0358700a435,513f2a8bfdc9f0358700d55c,more depressing,0,15,15
513cdd7efdc9f035870020bd,513d681bfdc9f03587004261,safer,4,11,15
5141498dfdc9f04926006dfe,5185c375fdc9f03fd5000a8f,safer,15,0,15
50f43ba7fdc9f065f00032b6,5185cb34fdc9f03fd5000af8,more beautiful,0,15,15
51422dc3fdc9f04926008c72,5185d433fdc9f03fd500139a,safer,4,11,15
513e2266fdc9f0358700a554,51413520fdc9f049260048da,livelier,7,8,15
513d7f27fdc9f03587007564,51413550fdc9f04926004980,wealthier,12,3,15
50f5eaedfdc9f065f0007e46,513e5d1efdc9f0358700ace4,wealthier,2,13,15
50f42c0cfdc9f065f0001798,50f5ec32fdc9f065f00087ab,wealthier,15,0,15
513cc7c6fdc9f03587001a98,513d3631fdc9f03587002b70,wealthier,12,2,14
50f43464fdc9f065f00027eb,513d9b45fdc9f03587007972,safer,14,0,14
50f5e8cdfdc9f065f0007518,514146d0fdc9f049260068dc,safer,13,1,14
50f56412fdc9f065f00060b3,513d6a45fdc9f035870049fa,more depressing,0,14,14
50f42efefdc9f065f0002537,514139c6fdc9f0492600554c,livelier,4,10,14
513ce8b1fdc9f035870022e6,514099c7fdc9f04926000e6a,wealthier,1,13,14
513d36cefdc9f03587002bbf,513e1cf5fdc9f03587009893,livelier,1,13,14
513cd80cfdc9f03587001f98,513e5feefdc9f0358700b2f9,safer,5,9,14
50f56364fdc9f065f0005d4c,51414b69fdc9f0492600709e,safer,1,13,14
50f5e70afdc9f065f0006ff6,5141514afdc9f04926007f59,wealthier,0,14,14
513cc1e6fdc9f035870014ff,5140b8dcfdc9f04926001d2a,more boring,13,1,14
50f43b77fdc9f065f0003162,513d9d37fdc9f03587007fc8,livelier,14,0,14
5140ca1ffdc9f0492600273e,5140cd9ffdc9f04926002f86,livelier,14,0,14
50f448b1fdc9f065f00041e1,513d6930fdc9f03587004641,livelier,14,0,14
513f2c81fdc9f0358700d8a6,514151aafdc9f04926007fdb,more boring,0,14,14
50f60870beb2fed6f80004a9,514139dafdc9f04926005574,more boring,0,14,14
513d5731fdc9f0358700310c,513f13fafdc9f0358700cba4,livelier,14,0,14
50f46497fdc9f065f00047df,513d68effdc9f03587004551,livelier,14,0,14
50f55e1dfdc9f065f0004aee,5140b6adfdc9f049260017b7,more boring,14,0,14
50f5e760fdc9f065f00070c7,513d5c39fdc9f0358700369a,livelier,2,12,14
50f5eaa4fdc9f065f0007b75,513f116efdc9f0358700c82d,safer,0,14,14
50f5e760fdc9f065f00070d1,51414722fdc9f049260069ac,livelier,14,0,14
50f5eb6dfdc9f065f000830e,5140db8ffdc9f04926003f01,safer,13,1,14
50f5642ffdc9f065f0006153,51413972fdc9f04926005487,more depressing,6,7,13
50f5e647fdc9f065f0006bee,51408ae1fdc9f0358700e7ff,safer,1,12,13
513ce063fdc9f03587002157,514089a8fdc9f0358700e570,safer,4,9,13
513d9a93fdc9f0358700771a,513f2bc3fdc9f0358700d761,safer,12,1,13
513d7f41fdc9f03587007599,513e1f2ffdc9f03587009e68,livelier,1,12,13
50f5611cfdc9f065f00053fd,50f5ecf0fdc9f065f0008b33,livelier,13,0,13
50f445acfdc9f065f0003583,51409873fdc9f04926000cad,livelier,12,1,13
50f42bb5fdc9f065f0001657,513e6e88fdc9f0358700c450,livelier,0,13,13
51408971fdc9f0358700e4fe,5140ca28fdc9f0492600275d,more depressing,0,13,13
513d6876fdc9f0358700439f,513d7c3bfdc9f03587006e17,livelier,5,8,13
51413d78fdc9f04926005d4a,5185cbf8fdc9f03fd5000bb9,livelier,12,1,13
513cb5c2fdc9f03587000989,5185cc8ffdc9f03fd5000c49,wealthier,3,10,13
50f5ec40fdc9f065f00088b0,514147abfdc9f04926006ae4,more boring,2,11,13
513cb828fdc9f03587000bc3,51413ff1fdc9f0492600603d,livelier,0,13,13
513d7940fdc9f0358700643e,5140d77dfdc9f04926003808,safer,10,3,13
513d6bcefdc9f03587004dea,513e60f2fdc9f0358700b498,livelier,0,13,13
50f46498fdc9f065f000482b,51413a73fdc9f049260056f4,more beautiful,11,2,13
50f463cafdc9f065f00043cc,51421c0bfdc9f049260084fe,safer,1,12,13
513cc714fdc9f035870019f0,513e6e82fdc9f0358700c447,livelier,0,13,13
513cd556fdc9f03587001f01,51413442fdc9f049260045b6,more beautiful,11,2,13
513e1f0efdc9f03587009e1b,514091c5fdc9f04926000598,safer,8,5,13
50f42c80fdc9f065f0001de0,513e6ffcfdc9f0358700c64d,safer,12,1,13
50f5eaeffdc9f065f0007e62,513cbfdafdc9f03587001306,more boring,13,0,13
513e20f0fdc9f0358700a332,513e227cfdc9f0358700a56e,livelier,1,12,13
50f5eb29fdc9f065f000809a,513d9dbdfdc9f0358700819f,more boring,13,0,13
50f5625ffdc9f065f00059ad,514137d6fdc9f0492600508d,livelier,0,13,13
50f5612efdc9f065f000550b,513f2f0ffdc9f0358700dd00,safer,12,1,13
513cc6b4fdc9f03587001995,513ce6a7fdc9f0358700227c,safer,12,0,12
513d6872fdc9f0358700438e,5185d51afdc9f03fd5001479,livelier,8,4,12
513e61fafdc9f0358700b61d,51415059fdc9f04926007d0f,safer,0,12,12
50f60b91beb2fed910000088,513e1d50fdc9f03587009982,safer,12,0,12
50f44868fdc9f065f0004035,513f12a6fdc9f0358700c9dc,wealthier,10,2,12
50f61676beb2fed9100008c7,5141330cfdc9f04926004183,livelier,12,0,12
5141360ffdc9f04926004bd3,51422a0afdc9f049260088d1,livelier,2,10,12
5141335cfdc9f04926004296,5141480afdc9f04926006bcc,safer,12,0,12
513e22fbfdc9f0358700a60c,51408f4ffdc9f04926000081,safer,12,0,12
5140b952fdc9f04926001e14,514217c9fdc9f04926008080,livelier,0,12,12
51409a85fdc9f04926000f65,514139acfdc9f0492600550c,livelier,12,0,12
513e1b70fdc9f03587009495,513e22a4fdc9f0358700a5a1,safer,11,1,12
51409b57fdc9f0492600106d,51413520fdc9f049260048db,more depressing,0,12,12
513d3072fdc9f03587002725,5140ca75fdc9f04926002844,livelier,12,0,12
50f5e63afdc9f065f0006b4e,5140cbf7fdc9f04926002cb4,livelier,12,0,12
50f4348dfdc9f065f0002957,513e5d50fdc9f0358700ad6a,safer,1,11,12
513cc274fdc9f0358700158c,513e2086fdc9f0358700a21c,livelier,0,12,12
513d788efdc9f035870061dc,51414cf0fdc9f04926007467,livelier,0,12,12
50f5e6fcfdc9f065f0006e7d,513d6b6cfdc9f03587004cfa,more depressing,12,0,12
50f55e08fdc9f065f0004a00,5140d9b1fdc9f04926003c68,more beautiful,9,3,12
50f5eb6cfdc9f065f00082f9,5140d292fdc9f049260032fc,more depressing,12,0,12
513d7ac4fdc9f03587006941,514139c2fdc9f04926005544,more depressing,1,11,12
513e1b25fdc9f035870093be,5140c8ebfdc9f049260023a6,wealthier,0,12,12
513e20adfdc9f0358700a27c,513e2180fdc9f0358700a44d,safer,0,12,12
513d7c5efdc9f03587006e88,51413a6bfdc9f049260056dc,livelier,0,12,12
513f135bfdc9f0358700cacb,513f2ae8fdc9f0358700d5f4,livelier,8,3,11
50f44563fdc9f065f000349e,50f60121beb2fed6f80001b9,livelier,0,11,11
513f30d1fdc9f0358700df26,5140cb8ffdc9f04926002bc0,more depressing,8,3,11
50f43b6dfdc9f065f0003088,50f447d3fdc9f065f0003aa5,safer,4,7,11
513cef4dfdc9f03587002428,5140cf62fdc9f04926003133,safer,11,0,11
513d5ca8fdc9f03587003764,514138d3fdc9f049260052f4,more depressing,11,0,11
513cc296fdc9f035870015aa,51409129fdc9f04926000457,more depressing,11,0,11
50f6145abeb2fed910000717,513f2e9cfdc9f0358700dc49,safer,11,0,11
513cbb38fdc9f03587000ea2,514143dcfdc9f04926006448,more depressing,11,0,11
513d61c0fdc9f03587003ea9,5141508ffdc9f04926007da4,safer,0,11,11
513925fc818ede1296001062,513d548bfdc9f03587002f2b,livelier,11,0,11
513e6d02fdc9f0358700c230,513f13f5fdc9f0358700cb9d,safer,0,11,11
50f4485dfdc9f065f0003f0e,513d9c6ffdc9f03587007d36,livelier,5,6,11
50f44866fdc9f065f0003fae,50f5e705fdc9f065f0006f7b,safer,1,10,11
513e5ffcfdc9f0358700b311,514147bffdc9f04926006b16,safer,0,11,11
513d69adfdc9f035870047f9,51413564fdc9f049260049c2,more boring,6,5,11
50f463cbfdc9f065f00043f7,50f46498fdc9f065f0004840,wealthier,2,9,11
50f5eeaffdc9f065f0008fed,5142275dfdc9f0492600865c,livelier,11,0,11
513d6bcdfdc9f03587004de7,513d7c22fdc9f03587006dc7,safer,10,1,11
50f46454fdc9f065f0004588,513d7dfbfdc9f035870072f1,safer,10,1,11
50f463c8fdc9f065f000437c,514136d1fdc9f04926004ce3,safer,10,1,11
50f5eba8fdc9f065f0008412,513d6162fdc9f03587003e2c,safer,1,10,11
50f42ef2fdc9f065f0002458,513d7842fdc9f035870060e0,safer,11,0,11
513d9c94fdc9f03587007db1,5140ca7afdc9f04926002853,livelier,3,8,11
5140d9b8fdc9f04926003c79,51421abcfdc9f04926008395,safer,0,11,11
50f42c81fdc9f065f0001e17,513cd18cfdc9f03587001e36,safer,0,11,11
50f5eab0fdc9f065f0007c3a,51409123fdc9f0492600044b,livelier,0,11,11
5140d8c4fdc9f04926003aa0,51413b20fdc9f049260058ab,livelier,1,10,11
50f5e87cfdc9f065f000730f,513e6a9cfdc9f0358700bf04,livelier,0,11,11
513d7c82fdc9f03587006f09,513f2e58fdc9f0358700dbc0,wealthier,11,0,11
50f5eb66fdc9f065f000827f,513e6fa9fdc9f0358700c5dc,livelier,5,6,11
513d9c3ffdc9f03587007c90,513e6dcffdc9f0358700c350,safer,11,0,11
513da0c8fdc9f03587008a2d,513f1354fdc9f0358700cac3,safer,2,9,11
50f56362fdc9f065f0005d0e,513e1ff5fdc9f0358700a092,wealthier,11,0,11
513d3058fdc9f03587002712,513da043fdc9f03587008929,safer,0,11,11
51414f9efdc9f04926007b33,51422e29fdc9f04926008cc4,livelier,0,11,11
50f56360fdc9f065f0005cd3,513f140dfdc9f0358700cbc1,safer,5,6,11
513d9f62fdc9f03587008719,513f2d35fdc9f0358700d9c9,more depressing,10,1,11
513d9dedfdc9f03587008238,513e6b17fdc9f0358700bfaa,safer,11,0,11
50f5e648fdc9f065f0006c4c,51408fd9fdc9f04926000192,safer,0,11,11
513d9f51fdc9f035870086da,5185cd79fdc9f03fd5000d32,more beautiful,9,2,11
5140ce8cfdc9f04926003063,5141460cfdc9f0492600670a,wealthier,11,0,11
5140d392fdc9f049260033f1,514142f3fdc9f0492600634d,more depressing,0,11,11
51409dbffdc9f04926001355,51409e7bfdc9f0492600143c,livelier,11,0,11
5140b8a3fdc9f04926001cbe,51414637fdc9f04926006770,more depressing,11,0,11
5140b846fdc9f04926001bf7,5140c9aafdc9f049260025d9,safer,0,11,11
513d4a16fdc9f03587002de0,51414d89fdc9f049260075fc,more beautiful,4,7,11
50f42b53fdc9f065f0001393,513d78dbfdc9f035870062ed,more depressing,11,0,11
513ce66bfdc9f03587002270,513f2a3cfdc9f0358700d4e2,more beautiful,4,6,10
50f42b52fdc9f065f000136c,513d6b93fdc9f03587004d5e,more beautiful,0,10,10
513ce995fdc9f03587002314,513f2d09fdc9f0358700d983,more boring,10,0,10
5140d5eefdc9f049260035ad,514136d5fdc9f04926004cec,livelier,0,10,10
50f433d1fdc9f065f0002700,513cb825fdc9f03587000bc0,livelier,7,3,10
50f433dbfdc9f065f00027e4,51409884fdc9f04926000cc3,more boring,1,9,10
513d4e42fdc9f03587002e66,513d7c96fdc9f03587006f47,more depressing,0,10,10
513cc762fdc9f03587001a36,513d7e08fdc9f0358700730b,safer,6,4,10
513cd302fdc9f03587001e82,513f1169fdc9f0358700c827,safer,3,7,10
50f5eb6ffdc9f065f000833a,513e6081fdc9f0358700b3e0,safer,1,9,10
50f5eb62fdc9f065f0008236,50f60879beb2fed6f800056b,livelier,0,10,10
50f5609bfdc9f065f00052a8,513e5f35fdc9f0358700b1e7,safer,10,0,10
513d9afefdc9f03587007883,5185ce7bfdc9f03fd5000e34,safer,10,0,10
50f5e76afdc9f065f0007164,51414674fdc9f04926006802,safer,1,9,10
513d7d6dfdc9f035870071c5,513e5de3fdc9f0358700af06,wealthier,10,0,10
50f561f3fdc9f065f00057ab,513f298cfdc9f0358700d3b2,wealthier,0,10,10
513e1b1afdc9f0358700939f,513f2dd5fdc9f0358700dae7,safer,1,9,10
50f561cbfdc9f065f000572b,513cbcbcfdc9f03587001008,more boring,10,0,10
50f5644bfdc9f065f0006219,5140939bfdc9f049260007c8,more boring,10,0,10
50f56412fdc9f065f00060bb,51421985fdc9f04926008253,livelier,10,0,10
50f5e51afdc9f065f0006627,51409280fdc9f049260006b7,safer,1,9,10
50f5e526fdc9f065f00066b4,513d7d29fdc9f0358700711b,livelier,10,0,10
50f5e528fdc9f065f000671f,513cb612fdc9f035870009df,wealthier,0,10,10
513d9c9efdc9f03587007dd9,514150fefdc9f04926007ea9,livelier,0,10,10
51414b96fdc9f0492600710b,51422c6dfdc9f04926008b27,livelier,1,9,10
51408b0afdc9f0358700e857,51414d15fdc9f049260074c6,livelier,0,10,10
51414e44fdc9f049260077d8,51415068fdc9f04926007d39,livelier,8,2,10
513cbf6afdc9f0358700128f,513d9bb7fdc9f03587007ad6,more beautiful,0,10,10
51413879fdc9f04926005219,51421a83fdc9f0492600835a,more beautiful,10,0,10
513d5955fdc9f03587003381,513d61f2fdc9f03587003ee8,livelier,8,2,10
50f42baefdc9f065f00015c4,5141349afdc9f049260046fe,more beautiful,10,0,10
513cbceefdc9f0358700102f,513d6d0dfdc9f035870050ba,livelier,10,0,10
513f2a4bfdc9f0358700d4fe,514135adfdc9f04926004ac8,more boring,10,0,10
50f42ef2fdc9f065f0002443,513d9b6dfdc9f035870079e6,safer,1,9,10
514148eafdc9f04926006d56,51421832fdc9f049260080f3,safer,0,10,10
50f43aa4fdc9f065f0002e59,513e5cd4fdc9f0358700ac13,safer,8,2,10
50f43b6ffdc9f065f00030a6,513d5fbffdc9f03587003c29,safer,4,6,10
513f2ebcfdc9f0358700dc7e,5140cce3fdc9f04926002eca,wealthier,10,0,10
50f43ba7fdc9f065f00032a5,5140c950fdc9f049260024cd,wealthier,10,0,10
513f2db3fdc9f0358700daae,51422971fdc9f04926008857,more beautiful,9,1,10
50f5ed99fdc9f065f0008e26,513f3251fdc9f0358700e066,more depressing,1,9,10
513e1f59fdc9f03587009ede,51408fddfdc9f0492600019d,more depressing,9,1,10
50f55e97fdc9f065f0004d41,513e6e29fdc9f0358700c3d2,livelier,0,10,10
50f55e6efdc9f065f0004c86,5185d3c4fdc9f03fd5001325,more boring,10,0,10
513e5bbefdc9f0358700a926,51414007fdc9f04926006057,wealthier,0,10,10
50f55e32fdc9f065f0004b05,514227aafdc9f049260086a7,wealthier,0,10,10
513d6cabfdc9f03587005015,513f1327fdc9f0358700ca8a,more boring,2,8,10
50f5ed9afdc9f065f0008e37,51409d60fdc9f049260012e3,more boring,10,0,10
50f5eafafdc9f065f0007f3c,513d9ddffdc9f03587008209,more beautiful,8,2,10
50f5609afdc9f065f000526a,513ccd29fdc9f03587001d67,more boring,0,10,10
50f5eaaafdc9f065f0007bdf,5140930ffdc9f0492600073a,safer,10,0,10
50f5eb19fdc9f065f0007f78,513d5dd5fdc9f03587003973,livelier,1,9,10
50f448b1fdc9f065f00041e1,50f5eaa3fdc9f065f0007b5c,more depressing,10,0,10
50f448b1fdc9f065f00041e7,513e1c10fdc9f0358700962f,safer,7,3,10
50f5ec38fdc9f065f0008824,513e2043fdc9f0358700a163,more boring,1,9,10
50f5ed63fdc9f065f0008cb4,513cc584fdc9f0358700187f,more boring,10,0,10
513cb2acfdc9f03587000691,51422a46fdc9f0492600890e,livelier,0,10,10
50f6086abeb2fed6f800043c,5141471cfdc9f0492600699e,safer,10,0,10
50f6145dbeb2fed91000073b,5185cf09fdc9f03fd5000ebf,safer,0,10,10
513cc1e0fdc9f035870014fc,513d6a13fdc9f0358700494c,more boring,0,10,10
513cbfabfdc9f035870012d6,513f2fc4fdc9f0358700de2a,safer,0,10,10
50f42eeffdc9f065f000241b,50f56260fdc9f065f00059c7,livelier,1,9,10
513d68edfdc9f03587004546,5140b776fdc9f049260019e7,wealthier,10,0,10
50f60c58beb2fed910000344,513d6b38fdc9f03587004c80,more beautiful,0,10,10
513e6585fdc9f0358700b998,5185d234fdc9f03fd50011a0,safer,0,10,10
513cc8b2fdc9f03587001b71,51413998fdc9f049260054df,safer,6,3,9
50f3981ffdc9f065f0000df6,50f5eb65fdc9f065f000827d,safer,0,9,9
50f42b4ffdc9f065f00012b8,513d9c46fdc9f03587007ca8,wealthier,8,1,9
50f39820fdc9f065f0000e0f,513e1c5bfdc9f03587009704,safer,0,9,9
513ce4bbfdc9f03587002222,513d32fdfdc9f0358700291c,livelier,3,6,9
513cde0cfdc9f035870020d5,51409173fdc9f049260004f4,safer,9,0,9
513cd33cfdc9f03587001e8c,51414953fdc9f04926006dc5,more boring,9,0,9
50f42c6afdc9f065f0001bdc,50f43ab0fdc9f065f0002f34,livelier,0,9,9
50f5e5d7fdc9f065f0006aaa,5140d844fdc9f0492600399d,safer,1,8,9
514140b0fdc9f049260060f5,51414e26fdc9f04926007787,safer,9,0,9
51409e22fdc9f049260013d0,5140d973fdc9f04926003bf4,safer,0,9,9
50f43477fdc9f065f000281c,50f60b87beb2fed910000001,more boring,0,9,9
51409346fdc9f04926000774,5185d450fdc9f03fd50013b6,safer,0,9,9
514092b1fdc9f049260006e0,5185cd67fdc9f03fd5000d1e,more depressing,9,0,9
51409b32fdc9f04926001039,51409ba1fdc9f049260010cc,safer,0,9,9
513cd514fdc9f03587001eef,513d6e79fdc9f035870052f5,more boring,3,6,9
50f5e89afdc9f065f00073fc,513e6bf5fdc9f0358700c0cc,safer,8,1,9
50f42c49fdc9f065f0001a15,513d6b50fdc9f03587004cb9,wealthier,9,0,9
50f5e769fdc9f065f0007134,51422d90fdc9f04926008c3d,safer,3,6,9
50f563cffdc9f065f0005ea4,513e1a29fdc9f0358700912d,more boring,9,0,9
50f5e565fdc9f065f0006827,5140c9d5fdc9f0492600265c,wealthier,4,5,9
50f5e58ffdc9f065f0006a3b,51409e78fdc9f0492600143b,livelier,0,9,9
513d9cccfdc9f03587007e71,514146d0fdc9f049260068dd,more beautiful,1,8,9
