Unnamed: 0,place_id_left,place_id_right,study_id,left,right,voter_uniqueid,choice,study_question,place_name_right,place_name_left,day,time,long_right,lat_right,long_left,lat_left,pair_key,left_num,right_num
1096145,50f3895afdc9f065f00003cc,50e6fdcdd7c3df413b000b08,50a68a51fdc9f05596000002,51421ad0fdc9f049260083ae,51409944fdc9f04926000dc5,3280e16ec3d445dfa85ecafdbbe7ed41,left,safer,Rome,Munich,2017-03-08,09:51:46,41.824448,12.407171000000062,48.105063,11.501832000000036,"51409944fdc9f04926000dc5,51421ad0fdc9f049260083ae",26,1
467566,50e7316dd7c3df413b000d04,50e5ec46d7c3df413b000062,50a68a51fdc9f05596000002,513d7e48fdc9f0358700738f,513d592cfdc9f0358700336d,ef92f6cc1a3c4b87b3ab601f7481d593,right,safer,Barcelona,Santiago,2014-10-20,22:43:31,41.369863,2.149238999999966,-33.468393,-70.61710299999999,"513d592cfdc9f0358700336d,513d7e48fdc9f0358700738f",2,25
1478389,50f3996efdc9f065f0000e1b,50f38816fdc9f065f0000364,50f62c41a84ea7c5fdd2e454,50f433c6fdc9f065f000268a,5185cffffdc9f03fd5000fb1,9c7a536ea1234deebe899167dd9eb615,left,livelier,Montreal,Toronto,2014-03-02,04:06:35,45.646489,-73.51603499999999,43.653838,-79.36712799999998,"50f433c6fdc9f065f000268a,5185cffffdc9f03fd5000fb1",26,0
252627,50e5ff26d7c3df413b000902,50e6f9cdd7c3df413b0009cf,50f62ccfa84ea7c5fdd2e459,51408bedfdc9f0358700ea17,513e1ca9fdc9f035870097cc,70165c6ccda744968f54f0c509c5597f,left,more depressing,Moscow,Madrid,2013-08-15,10:56:13,55.694641,37.80214599999999,40.496889,-3.7257889999999634,"513e1ca9fdc9f035870097cc,51408bedfdc9f0358700ea17",19,7
1525915,50f39a95fdc9f065f0000e96,50e5f937d7c3df413b0005b3,50f62c68a84ea7c5fdd2e456,50f42c55fdc9f065f0001b66,513e5beefdc9f0358700a9a6,645af32acc85433eb80709fa25bf825e,left,more boring,Kiev,Warsaw,2013-07-31,08:45:33,50.485674,30.53008299999999,52.176208,21.084141000000045,"50f42c55fdc9f065f0001b66,513e5beefdc9f0358700a9a6",23,2
1477283,50f3996efdc9f065f0000e1b,50f38aaefdc9f065f0000562,5217c351ad93a7d3e7b07a64,50f43537fdc9f065f0002d02,51422955fdc9f0492600883f,adf3bfeca42f488d888eafeca3c9e391,right,more beautiful,Philadelphia,Toronto,2013-09-12,16:54:52,40.023584,-75.17929400000003,43.673287,-79.59391199999999,"50f43537fdc9f065f0002d02,51422955fdc9f0492600883f",0,24
1477718,50f3996efdc9f065f0000e1b,50e5fdeed7c3df413b000899,50f62c41a84ea7c5fdd2e454,50f43527fdc9f065f0002bcb,513e20b9fdc9f0358700a29a,54ce3ec224104d6c941b2b11bfe65055,right,livelier,London,Toronto,2017-01-13,04:51:48,51.525244,-0.2578059999999595,43.727163,-79.38600300000002,"50f43527fdc9f065f0002bcb,513e20b9fdc9f0358700a29a",3,21
529934,50e733f0d7c3df413b000e41,50e5fc32d7c3df413b000788,50f62c41a84ea7c5fdd2e454,513e6d72fdc9f0358700c2c8,51409049fdc9f04926000276,eb1dba9e6d1744eea614461fbf16b416,left,livelier,Lisbon,Tokyo,2016-11-28,09:37:19,38.707168,-9.164434000000028,35.755322,139.74912900000004,"513e6d72fdc9f0358700c2c8,51409049fdc9f04926000276",24,0
822575,50e751ded7c3df413b001609,50f37d44fdc9f065f0000000,5217c351ad93a7d3e7b07a64,51413591fdc9f04926004a5d,51414593fdc9f04926006617,d377aff2a6be4d3b954247599bf30127,right,more beautiful,Melbourne,Glasgow,2015-07-14,20:41:16,-37.796402,145.039354,55.865968,-4.347133999999983,"51413591fdc9f04926004a5d,51414593fdc9f04926006617",0,23
654357,50e73766d7c3df413b00103f,50f3895afdc9f065f00003cc,50a68a51fdc9f05596000002,513f3232fdc9f0358700e050,51421a65fdc9f04926008335,48bb0fbf9b224f0f8ff2ebe7eea89328,right,safer,Munich,Berlin,2017-03-08,09:53:00,48.178373,11.401366999999937,52.444372,13.385966000000051,"513f3232fdc9f0358700e050,51421a65fdc9f04926008335",2,21
1468057,50f39811fdc9f065f0000cff,50f38aaefdc9f065f0000562,50f62c41a84ea7c5fdd2e454,50f43aa6fdc9f065f0002e73,50f61679beb2fed9100008e9,6d5f8554cfee49278ce2a9239a8d1b94,left,livelier,Philadelphia,Tel Aviv,2015-09-09,19:09:59,39.985873,-75.11161600000003,32.07775,34.78228300000001,"50f43aa6fdc9f065f0002e73,50f61679beb2fed9100008e9",23,0
1476347,50f3996efdc9f065f0000e1b,50e734e9d7c3df413b000ebf,50a68a51fdc9f05596000002,50f43532fdc9f065f0002ca6,513d9b96fdc9f03587007a6a,1e3ad8a88de64e678595760477e1ef4d,right,safer,Atlanta,Toronto,2014-10-16,08:30:57,33.788319,-84.28099099999997,43.686805,-79.49021099999999,"50f43532fdc9f065f0002ca6,513d9b96fdc9f03587007a6a",2,21
213937,50e5fdeed7c3df413b000899,50e70a8cd7c3df413b000c72,5217c351ad93a7d3e7b07a64,513e20fafdc9f0358700a34a,513d7ba5fdc9f03587006c27,3e2f294804af45818c0f9590046ec309,right,more beautiful,New York,London,2016-05-03,13:26:51,40.651465,-73.94484699999998,51.458742,-0.0350300000000061,"513d7ba5fdc9f03587006c27,513e20fafdc9f0358700a34a",1,21
956052,50f37d44fdc9f065f0000000,50e5ff26d7c3df413b000902,50a68a51fdc9f05596000002,5141480efdc9f04926006bd2,5140953cfdc9f0492600095a,94330290df6b4fcb98fd1dac8575fef2,left,safer,Madrid,Melbourne,2014-10-21,10:49:39,40.463836,-3.672888000000057,-37.918257,145.025931,"5140953cfdc9f0492600095a,5141480efdc9f04926006bd2",18,4
1384844,50f3953dfdc9f065f0000b2f,50f3961cfdc9f065f0000bc2,50f62c41a84ea7c5fdd2e454,50f55e52fdc9f065f0004bcb,50f44807fdc9f065f0003ca9,7113ae052a314e749d14f50ed4748383,right,livelier,Sydney,Stockholm,2014-06-29,16:50:45,-33.867322,151.104462,59.287104,18.09164599999997,"50f44807fdc9f065f0003ca9,50f55e52fdc9f065f0004bcb",0,22
1199837,50f38cfbfdc9f065f000075a,50e73766d7c3df413b00103f,50a68a51fdc9f05596000002,50f5ee94fdc9f065f0008eb3,513f2c49fdc9f0358700d843,f698a760a8ae4cf98c7d6235eaedcce5,right,safer,Berlin,Prague,2015-07-13,22:34:44,52.54684,13.497779000000037,50.007752,14.422372999999991,"50f5ee94fdc9f065f0008eb3,513f2c49fdc9f0358700d843",0,22
1478927,50f3996efdc9f065f0000e1b,50e5f69ed7c3df413b000377,50a68a51fdc9f05596000002,50f42eb3fdc9f065f00023c7,513d6b8efdc9f03587004d50,9f0f1653f4064bc8a31e56a3244fdcc9,right,safer,Denver,Toronto,2014-10-15,12:01:01,39.794824,-105.05123300000002,43.697904,-79.29706199999998,"50f42eb3fdc9f065f00023c7,513d6b8efdc9f03587004d50",0,22
418419,50e70a8cd7c3df413b000c72,50e5ec46d7c3df413b000062,50f62ccfa84ea7c5fdd2e459,513d7d5efdc9f035870071a6,513d59a9fdc9f035870033a8,5f348dad93b7419cb08691d8ca19cb08,left,more depressing,Barcelona,New York,2015-07-14,20:40:25,41.411371,2.17194500000005,40.613826,-73.950241,"513d59a9fdc9f035870033a8,513d7d5efdc9f035870071a6",19,2
1478864,50f3996efdc9f065f0000e1b,50f38123fdc9f065f0000064,50a68a51fdc9f05596000002,50f433d9fdc9f065f00027b8,51415199fdc9f04926007fc4,ceb0b3eca07546e6b20149c824ce12d6,left,safer,Mexico City,Toronto,2017-01-08,05:29:58,19.395646,-99.07302700000002,43.714229,-79.370879,"50f433d9fdc9f065f00027b8,51415199fdc9f04926007fc4",21,0
282320,50e6f9cdd7c3df413b0009cf,50f38f8afdc9f065f00008e6,50f62cb7a84ea7c5fdd2e458,513e1c4cfdc9f035870096d6,50f5e8a5fdc9f065f000742d,d34b4498a5ba49f7a31a5ca5f0dddec2,right,wealthier,San Francisco,Moscow,2013-07-09,09:27:52,37.664999,-122.40108199999996,55.724937,37.493052000000034,"50f5e8a5fdc9f065f000742d,513e1c4cfdc9f035870096d6",3,18
750061,50e745a4d7c3df413b00127a,50e754ccd7c3df413b001786,50a68a51fdc9f05596000002,513cca02fdc9f03587001ca9,514135fdfdc9f04926004bb5,6ebb1837cfaf49fdb8de46519e10cb0c,right,safer,Helsinki,Cape Town,2015-09-22,04:52:45,60.236054,24.946754000000052,-33.96122,18.641957000000048,"513cca02fdc9f03587001ca9,514135fdfdc9f04926004bb5",2,19
709652,50e73a60d7c3df413b0010cc,50e745a4d7c3df413b00127a,50f62c41a84ea7c5fdd2e454,5140cb89fdc9f04926002baf,513cda9efdc9f0358700201c,0b52c3582843435c8d65ed973fdba9d6,left,livelier,Cape Town,Bratislava,2013-08-05,08:56:14,-33.85086,18.541563999999997,48.173641,17.067588999999998,"513cda9efdc9f0358700201c,5140cb89fdc9f04926002baf",16,5
914756,50e756bed7c3df413b001866,50e6f9cdd7c3df413b0009cf,50f62c68a84ea7c5fdd2e456,51413c72fdc9f04926005b26,513e22e5fdc9f0358700a5f2,0219b4308df14ac8a3f376a695eabaa9,right,more boring,Moscow,Johannesburg,2013-09-16,05:40:38,55.714147,37.617615,-26.119079,27.980508999999984,"513e22e5fdc9f0358700a5f2,51413c72fdc9f04926005b26",0,21
467034,50e7316dd7c3df413b000d04,50f38816fdc9f065f0000364,50a68a51fdc9f05596000002,513d7f4afdc9f035870075a6,5185ce50fdc9f03fd5000e08,7d2ee0e55fec4b1e96a15863975ba9f8,right,safer,Montreal,Santiago,2016-02-29,15:02:46,45.532267,-73.67436800000002,-33.473038,-70.62555299999997,"513d7f4afdc9f035870075a6,5185ce50fdc9f03fd5000e08",1,20
586381,50e734e9d7c3df413b000ebf,50e755bad7c3df413b0017f3,50a68a51fdc9f05596000002,513d9fa9fdc9f035870087ba,513cc1befdc9f035870014dc,cbd887273d0647b3ba5b811d4f331ba9,right,safer,Houston,Atlanta,2014-11-24,17:07:39,29.728999,-95.472865,33.754388,-84.24116600000002,"513cc1befdc9f035870014dc,513d9fa9fdc9f035870087ba",1,19
1126625,50f38aaefdc9f065f0000562,50e7316dd7c3df413b000d04,50a68a51fdc9f05596000002,50f6166fbeb2fed91000084e,513d7f35fdc9f03587007583,e67b532140064ec7b3c33ab7713ceaa1,left,safer,Santiago,Philadelphia,2017-02-08,14:51:06,-33.484284,-70.72463199999999,40.046313,-75.149405,"50f6166fbeb2fed91000084e,513d7f35fdc9f03587007583",20,0
748311,50e745a4d7c3df413b00127a,50f38123fdc9f065f0000064,5217c351ad93a7d3e7b07a64,513cd58cfdc9f03587001f0e,51414c79fdc9f04926007340,bbc71c3425da459281a8c5104a262a6e,left,more beautiful,Mexico City,Cape Town,2016-11-28,09:37:21,19.330584,-99.17255699999998,-33.986669,18.45480599999996,"513cd58cfdc9f03587001f0e,51414c79fdc9f04926007340",20,0
1197643,50f38cfbfdc9f065f000075a,50f3996efdc9f065f0000e1b,50f62cb7a84ea7c5fdd2e458,50f5ed68fdc9f065f0008d1b,50f43494fdc9f065f00029d6,3218eb3d9c4f492ba48ba3a983b2f726,left,wealthier,Toronto,Prague,2013-07-25,17:36:37,43.757135,-79.485477,50.103537,14.416862000000036,"50f43494fdc9f065f00029d6,50f5ed68fdc9f065f0008d1b",20,0
791444,50e74a36d7c3df413b001488,50e6f9cdd7c3df413b0009cf,50f62ccfa84ea7c5fdd2e459,5140d80cfdc9f0492600392e,513e1aeafdc9f03587009322,9c74b7af5e9146d6a8db92636e54d3fb,right,more depressing,Moscow,Dublin,2014-03-20,02:25:40,55.809643,37.457082000000014,53.379422,-6.295577999999978,"513e1aeafdc9f03587009322,5140d80cfdc9f0492600392e",2,18
527288,50e733f0d7c3df413b000e41,50f39a95fdc9f065f0000e96,50a68a51fdc9f05596000002,513e6facfdc9f0358700c5e0,50f42b82fdc9f065f0001468,0b02d3a612794eceacd41b4a8410157d,right,safer,Warsaw,Tokyo,2015-06-25,06:45:25,52.238203,21.15601000000004,35.725678,139.83191999999997,"50f42b82fdc9f065f0001468,513e6facfdc9f0358700c5e0",0,20
153,50e5e9c1d7c3df413b000000,50f39811fdc9f065f0000cff,50f62cb7a84ea7c5fdd2e458,513d57e4fdc9f03587003240,50f439fbfdc9f065f0002e52,92904af41f39494389b03538f87c2ddf,right,wealthier,Tel Aviv,Amsterdam,2015-07-13,22:20:36,32.036425,34.76409899999999,52.325103,4.924197999999933,"50f439fbfdc9f065f0002e52,513d57e4fdc9f03587003240",0,19
656008,50e73766d7c3df413b00103f,50e5f937d7c3df413b0005b3,50a68a51fdc9f05596000002,513f2c54fdc9f0358700d85a,513e5d1dfdc9f0358700ace0,7c1c32a9ca8d488bad09c8d6f4197e41,right,safer,Kiev,Berlin,2015-02-21,07:16:04,50.460195,30.511379000000037,52.557503,13.42844500000001,"513e5d1dfdc9f0358700ace0,513f2c54fdc9f0358700d85a",0,19
632815,50e735e8d7c3df413b000f54,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,5140cc11fdc9f04926002cec,513d9c9cfdc9f03587007dd0,2a1e8ab9ea284fa8a5d19587a74e0b30,right,safer,New York,Bangkok,2018-02-02,09:38:01,40.667983,-73.91422399999999,13.706583,100.460063,"513d9c9cfdc9f03587007dd0,5140cc11fdc9f04926002cec",0,19
1216286,50f38e44fdc9f065f0000855,50e6fdcdd7c3df413b000b08,50f62c68a84ea7c5fdd2e456,50f5eaf0fdc9f065f0007e74,514098ebfdc9f04926000d45,931523ef3fe947d4b6f2f98112e357f6,right,more boring,Rome,Rio De Janeiro,2013-08-08,14:52:39,41.871823,12.396220999999969,-22.818469,-43.27910299999997,"50f5eaf0fdc9f065f0007e74,514098ebfdc9f04926000d45",0,19
189083,50e5fc32d7c3df413b000788,50e5f69ed7c3df413b000377,50a68a51fdc9f05596000002,51408ffafdc9f049260001d5,513d6c1bfdc9f03587004eaf,11de7df4c391446a8c76bc73746b450c,left,safer,Denver,Lisbon,2015-09-25,14:53:35,39.797328,-105.059163,38.740603,-9.16787499999998,"513d6c1bfdc9f03587004eaf,51408ffafdc9f049260001d5",19,0
574138,50e734e9d7c3df413b000ebf,50e756bed7c3df413b001866,50f62c41a84ea7c5fdd2e454,513d9ae9fdc9f03587007847,51413a8afdc9f0492600572d,9ee48cd7f71d4bbd86a0f48c65dc97c5,left,livelier,Johannesburg,Atlanta,2014-03-10,16:45:24,-26.137502,28.108153000000016,33.850313,-84.29665499999999,"513d9ae9fdc9f03587007847,51413a8afdc9f0492600572d",18,0
1021388,50f38253fdc9f065f000019f,50e6f9cdd7c3df413b0009cf,50f62c41a84ea7c5fdd2e454,51414de0fdc9f049260076e1,513e1f3cfdc9f03587009e91,7113ae052a314e749d14f50ed4748383,right,livelier,Moscow,Milan,2014-06-29,16:53:22,55.714181,37.624882999999954,45.412299,9.268839999999956,"513e1f3cfdc9f03587009e91,51414de0fdc9f049260076e1",0,18
1192821,50f38cfbfdc9f065f000075a,50f38816fdc9f065f0000364,50f62cb7a84ea7c5fdd2e458,50f5ec9cfdc9f065f0008a7d,5185cbc1fdc9f03fd5000b83,0241c7d7bde94edaab701bb1ef6602a7,left,wealthier,Montreal,Prague,2013-07-26,10:54:46,45.549659,-73.60199799999998,50.070315,14.342791000000034,"50f5ec9cfdc9f065f0008a7d,5185cbc1fdc9f03fd5000b83",18,0
837529,50e752cdd7c3df413b001694,50e6fcabd7c3df413b000aa6,50a68a51fdc9f05596000002,5141369efdc9f04926004c9a,513e5e55fdc9f0358700b035,8ac9f14d89ab45fe9df7c341ebcb0a57,right,safer,Paris,Guadalajara,2017-12-18,08:52:47,48.816697,2.385537999999997,20.684421,-103.29307799999998,"513e5e55fdc9f0358700b035,5141369efdc9f04926004c9a",0,18
177661,50e5fad8d7c3df413b00063c,50e755bad7c3df413b0017f3,50f62cb7a84ea7c5fdd2e458,50e5faefd7c3df413b000787,513d31f8fdc9f03587002855,989891bd318f4231a693f7bfc495f1f5,right,wealthier,Houston,Kyoto,2013-08-07,14:18:35,29.767349,-95.47533499999996,34.977764,135.73555899999997,"50e5faefd7c3df413b000787,513d31f8fdc9f03587002855",0,18
11146,50e5ec46d7c3df413b000062,50e6fdcdd7c3df413b000b08,50a68a51fdc9f05596000002,513d5b22fdc9f035870034ac,51409a17fdc9f04926000ed2,db604d43bb4442e1a8e89675bff8ffd3,left,safer,Rome,Barcelona,2014-10-29,18:58:05,41.950087,12.521068000000014,41.292496,2.033311000000026,"513d5b22fdc9f035870034ac,51409a17fdc9f04926000ed2",11,7
867655,50e755bad7c3df413b0017f3,50e733f0d7c3df413b000e41,50a68a51fdc9f05596000002,513cb9f8fdc9f03587000d77,513e6fddfdc9f0358700c61e,ab8f88b39dfe473c8133990933b80c1e,left,safer,Tokyo,Houston,2014-11-02,23:57:48,35.645292,139.65110500000003,29.765901,-95.46663,"513cb9f8fdc9f03587000d77,513e6fddfdc9f0358700c61e",11,7
466814,50e7316dd7c3df413b000d04,50f3953dfdc9f065f0000b2f,5217c351ad93a7d3e7b07a64,513d7ebffdc9f03587007483,50f55e18fdc9f065f0004a76,700e914cb9534ff4ae11e649a8573450,left,more beautiful,Stockholm,Santiago,2014-10-15,15:43:08,59.300702,18.04055500000004,-33.392653,-70.603722,"50f55e18fdc9f065f0004a76,513d7ebffdc9f03587007483",16,2
1349323,50f39436fdc9f065f0000acc,50f39436fdc9f065f0000acc,50f62ccfa84ea7c5fdd2e459,50f56198fdc9f065f000559d,50f561c4fdc9f065f00056bd,6f4d4a433e3546fa9e586510de9abb54,left,more depressing,Singapore,Singapore,2013-07-25,22:30:05,1.372059,103.83459700000004,1.341988,103.93232,"50f56198fdc9f065f000559d,50f561c4fdc9f065f00056bd",17,1
1476706,50f3996efdc9f065f0000e1b,50f3961cfdc9f065f0000bc2,50a68a51fdc9f05596000002,50f43490fdc9f065f0002999,50f46497fdc9f065f00047ef,f0ab3f04fabc4fdebbbff7446a5b7e0b,right,safer,Sydney,Toronto,2014-10-15,13:10:33,-33.874323,151.227075,43.763529,-79.394249,"50f43490fdc9f065f0002999,50f46497fdc9f065f00047ef",1,17
710377,50e73a60d7c3df413b0010cc,50e755bad7c3df413b0017f3,5217c351ad93a7d3e7b07a64,5140c889fdc9f0492600227a,513cc348fdc9f03587001659,3a9ecd3bdd284aafa964507571cdccf3,left,more beautiful,Houston,Bratislava,2014-12-07,17:29:21,29.667364,-95.36164200000002,48.135837,17.11906399999998,"513cc348fdc9f03587001659,5140c889fdc9f0492600227a",17,0
1403629,50f3961cfdc9f065f0000bc2,50e5e9c1d7c3df413b000000,50f62c41a84ea7c5fdd2e454,50f447cffdc9f065f0003a39,513d5795fdc9f035870031b0,d9676959d24f4f1585918a84fee0ed89,right,livelier,Amsterdam,Sydney,2013-08-01,04:59:27,52.361014,4.934896999999978,-33.827147,151.211091,"50f447cffdc9f065f0003a39,513d5795fdc9f035870031b0",3,14
